date,location,demand,net_generation,interchange
2019-01-01,Pacific,646739,465625,-148563
2019-01-02,Pacific,713041,488700,-195461
2019-01-03,Pacific,723967,484096,-216036
2019-01-04,Pacific,715678,477365,-218420
2019-01-05,Pacific,706611,451040,-226354
2019-01-06,Pacific,662560,431436,-207184
2019-01-07,Pacific,686688,473916,-213216
2019-01-08,Pacific,705490,479639,-199262
2019-01-09,Pacific,705317,467484,-202251
2019-01-10,Pacific,691203,470206,-205328
2019-01-11,Pacific,705145,461764,-220715
2019-01-12,Pacific,652806,417048,-207101
2019-01-13,Pacific,616144,437961,-164501
2019-01-14,Pacific,728042,495335,-211362
2019-01-15,Pacific,731915,503197,-202219
2019-01-16,Pacific,714378,494539,-199927
2019-01-17,Pacific,701971,481610,-211886
2019-01-18,Pacific,648571,454647,-205785
2019-01-19,Pacific,599108,406835,-192246
2019-01-20,Pacific,582671,407407,-181840
2019-01-21,Pacific,633313,483680,-168599
2019-01-22,Pacific,682588,484013,-190457
2019-01-23,Pacific,679104,490427,-188490
2019-01-24,Pacific,672591,496802,-173921
2019-01-25,Pacific,667756,472106,-185373
2019-01-26,Pacific,601691,431687,-171450
2019-01-27,Pacific,576606,407146,-169354
2019-01-28,Pacific,674569,468050,-188274
2019-01-29,Pacific,702591,475793,-177949
2019-01-30,Pacific,699260,480041,-170905
2019-01-31,Pacific,710706,483714,-178508
2019-02-01,Pacific,691511,489941,-168392
2019-02-02,Pacific,674100,470021,-156899
2019-02-03,Pacific,640166,464659,-147889
2019-02-04,Pacific,709839,552108,-130191
2019-02-05,Pacific,665342,611191,-82562
2019-02-06,Pacific,647694,621285,-73904
2019-02-07,Pacific,669891,575426,-123965
2019-02-08,Pacific,702781,541549,-146503
2019-02-09,Pacific,641362,479395,-153819
2019-02-10,Pacific,602592,497672,-124808
2019-02-11,Pacific,664751,533805,-150968
2019-02-12,Pacific,687849,535253,-171057
2019-02-13,Pacific,683529,559929,-145477
2019-02-14,Pacific,656929,522129,-164240
2019-02-15,Pacific,666599,522844,-150711
2019-02-16,Pacific,636259,471386,-147302
2019-02-17,Pacific,632453,481317,-132926
2019-02-18,Pacific,665594,535232,-132619
2019-02-19,Pacific,674156,549865,-145713
2019-02-20,Pacific,724321,518324,-193952
2019-02-21,Pacific,727507,517229,-190911
2019-02-22,Pacific,709199,537005,-145857
2019-02-23,Pacific,649302,495794,-136573
2019-02-24,Pacific,587327,492926,-97863
2019-02-25,Pacific,661049,562867,-102964
2019-02-26,Pacific,617452,559657,-117184
2019-02-27,Pacific,596023,558825,-99650
2019-02-28,Pacific,590495,570577,-74492
2019-03-01,Pacific,582699,569055,-69563
2019-03-02,Pacific,570196,523883,-90945
2019-03-03,Pacific,541542,518662,-63213
2019-03-04,Pacific,588435,570422,-76727
2019-03-05,Pacific,602644,571304,-104052
2019-03-06,Pacific,614028,545212,-128837
2019-03-07,Pacific,597926,511022,-147687
2019-03-08,Pacific,597529,557947,-91246
2019-03-09,Pacific,570377,516712,-105841
2019-03-10,Pacific,534646,482232,-80909
2019-03-11,Pacific,613240,559402,-99668
2019-03-12,Pacific,591032,523286,-115983
2019-03-13,Pacific,577046,527195,-95010
2019-03-14,Pacific,586280,547398,-85807
2019-03-15,Pacific,572603,513789,-99338
2019-03-16,Pacific,548223,480935,-98384
2019-03-17,Pacific,539136,463409,-97253
2019-03-18,Pacific,592430,498779,-129869
2019-03-19,Pacific,589337,486648,-149239
2019-03-20,Pacific,600312,489008,-148124
2019-03-21,Pacific,603155,501824,-132679
2019-03-22,Pacific,600482,512942,-124030
2019-03-23,Pacific,553769,451427,-125650
2019-03-24,Pacific,542047,445477,-104195
2019-03-25,Pacific,618644,510601,-127395
2019-03-26,Pacific,612362,485277,-143772
2019-03-27,Pacific,635406,488344,-149786
2019-03-28,Pacific,638409,512035,-119916
2019-03-29,Pacific,633151,497286,-121910
2019-03-30,Pacific,610698,452327,-119600
2019-03-31,Pacific,567108,450295,-115651
2019-04-01,Pacific,667001,467398,-178832
2019-04-02,Pacific,662564,484899,-158047
2019-04-03,Pacific,664610,486886,-153638
2019-04-04,Pacific,648939,491019,-153597
2019-04-05,Pacific,635021,509827,-123869
2019-04-06,Pacific,595147,465877,-110294
2019-04-07,Pacific,579884,442432,-118008
2019-04-08,Pacific,663766,500913,-163993
2019-04-09,Pacific,638074,507515,-123454
2019-04-10,Pacific,625634,501851,-126873
2019-04-11,Pacific,638606,497386,-146387
2019-04-12,Pacific,606590,513228,-112510
2019-04-13,Pacific,554272,481610,-99889
2019-04-14,Pacific,573330,466622,-86120
2019-04-15,Pacific,643958,522241,-111330
2019-04-16,Pacific,632894,504747,-137139
2019-04-17,Pacific,666654,502463,-146415
2019-04-18,Pacific,703578,519243,-165153
2019-04-19,Pacific,698780,511071,-158767
2019-04-20,Pacific,624874,505951,-85733
2019-04-21,Pacific,575422,470771,-80177
2019-04-22,Pacific,663103,499174,-142828
2019-04-23,Pacific,710649,520412,-176176
2019-04-24,Pacific,743045,562566,-169103
2019-04-25,Pacific,747912,570741,-160050
2019-04-26,Pacific,722901,548859,-153088
2019-04-27,Pacific,652073,500252,-130927
2019-04-28,Pacific,616728,479339,-116427
2019-04-29,Pacific,671378,505485,-145093
2019-04-30,Pacific,672175,527376,-126779
2019-05-01,Pacific,671405,526158,-125585
2019-05-02,Pacific,682932,518377,-143683
2019-05-03,Pacific,686869,526079,-147352
2019-05-04,Pacific,632559,512178,-97401
2019-05-05,Pacific,587338,493435,-72761
2019-05-06,Pacific,671323,551811,-102979
2019-05-07,Pacific,683635,558888,-106917
2019-05-08,Pacific,688975,560458,-121647
2019-05-09,Pacific,654650,541080,-143357
2019-05-10,Pacific,684067,500654,-162846
2019-05-11,Pacific,635880,482989,-131986
2019-05-12,Pacific,625201,467769,-136846
2019-05-13,Pacific,702790,553574,-129604
2019-05-14,Pacific,709807,561140,-130241
2019-05-15,Pacific,702090,530699,-153038
2019-05-16,Pacific,678438,513287,-137128
2019-05-17,Pacific,664013,498204,-135709
2019-05-18,Pacific,627642,447319,-152034
2019-05-19,Pacific,601190,421878,-148330
2019-05-20,Pacific,648162,483129,-136385
2019-05-21,Pacific,658654,491234,-140668
2019-05-22,Pacific,656911,483520,-145904
2019-05-23,Pacific,676467,478010,-169469
2019-05-24,Pacific,654754,454749,-175538
2019-05-25,Pacific,598661,445311,-128364
2019-05-26,Pacific,576382,419612,-129870
2019-05-27,Pacific,581566,430688,-124383
2019-05-28,Pacific,656764,478705,-153678
2019-05-29,Pacific,692298,484387,-183817
2019-05-30,Pacific,701572,502937,-175366
2019-05-31,Pacific,709332,498432,-185242
2019-06-01,Pacific,669281,490738,-153638
2019-06-02,Pacific,647267,464264,-142635
2019-06-03,Pacific,733519,529834,-178663
2019-06-04,Pacific,793316,570074,-199955
2019-06-05,Pacific,830133,594359,-209566
2019-06-06,Pacific,769180,558347,-183919
2019-06-07,Pacific,724683,543913,-154119
2019-06-08,Pacific,698820,524833,-148440
2019-06-09,Pacific,744997,556197,-164687
2019-06-10,Pacific,925983,676527,-225456
2019-06-11,Pacific,981940,747823,-208420
2019-06-12,Pacific,950603,763980,-158682
2019-06-13,Pacific,834711,651808,-154441
2019-06-14,Pacific,776664,602964,-148529
2019-06-15,Pacific,704936,546459,-132513
2019-06-16,Pacific,677158,526900,-125022
2019-06-17,Pacific,777893,582413,-171365
2019-06-18,Pacific,821326,588335,-209150
2019-06-19,Pacific,825348,606946,-193951
2019-06-20,Pacific,779959,574903,-179716
2019-06-21,Pacific,737930,547876,-163415
2019-06-22,Pacific,710597,534197,-150747
2019-06-23,Pacific,734965,532279,-177209
2019-06-24,Pacific,808346,591692,-190528
2019-06-25,Pacific,773386,578775,-180062
2019-06-26,Pacific,752421,559474,-165107
2019-06-27,Pacific,750731,546195,-178517
2019-06-28,Pacific,759426,546970,-187485
2019-06-29,Pacific,720702,550297,-143673
2019-06-30,Pacific,721604,571203,-124179
2019-07-01,Pacific,807073,629512,-152263
2019-07-02,Pacific,813853,622332,-163597
2019-07-03,Pacific,795120,605009,-163900
2019-07-04,Pacific,716123,545359,-142101
2019-07-05,Pacific,778229,581347,-172815
2019-07-06,Pacific,751605,546964,-178893
2019-07-07,Pacific,702366,526341,-148391
2019-07-08,Pacific,757080,580419,-152691
2019-07-09,Pacific,790952,608496,-156018
2019-07-10,Pacific,839431,644696,-167929
2019-07-11,Pacific,883118,678939,-175886
2019-07-12,Pacific,907180,707394,-170408
2019-07-13,Pacific,863908,654905,-179756
2019-07-14,Pacific,829723,636562,-164585
2019-07-15,Pacific,920622,724307,-169817
2019-07-16,Pacific,910314,708466,-174296
2019-07-17,Pacific,890783,655684,-209751
2019-07-18,Pacific,880824,644983,-209603
2019-07-19,Pacific,838985,635440,-177334
2019-07-20,Pacific,776518,603775,-147390
2019-07-21,Pacific,796157,627700,-142152
2019-07-22,Pacific,926883,726612,-171055
2019-07-23,Pacific,987265,763419,-192150
2019-07-24,Pacific,1013810,767819,-214223
2019-07-25,Pacific,998609,762744,-205444
2019-07-26,Pacific,997867,774929,-195080
2019-07-27,Pacific,954505,716989,-210517
2019-07-28,Pacific,919498,733192,-156838
2019-07-29,Pacific,932395,777477,-124809
2019-07-30,Pacific,903787,696524,-171785
2019-07-31,Pacific,894979,682274,-196465
2019-08-01,Pacific,914811,676896,-210388
2019-08-02,Pacific,917277,701294,-186263
2019-08-03,Pacific,880987,691683,-158261
2019-08-04,Pacific,856973,696556,-130469
2019-08-05,Pacific,936718,778108,-129322
2019-08-06,Pacific,955143,760462,-159973
2019-08-07,Pacific,912364,698029,-182297
2019-08-08,Pacific,866726,649244,-186400
2019-08-09,Pacific,841914,626282,-183886
2019-08-10,Pacific,782703,566193,-188371
2019-08-11,Pacific,762048,553136,-180883
2019-08-12,Pacific,877438,650794,-192030
2019-08-13,Pacific,926170,714140,-181059
2019-08-14,Pacific,977181,753591,-196353
2019-08-15,Pacific,994488,773076,-193809
2019-08-16,Pacific,955773,725102,-203988
2019-08-17,Pacific,815632,606406,-180931
2019-08-18,Pacific,755801,569587,-157015
2019-08-19,Pacific,841950,644551,-172234
2019-08-20,Pacific,867938,690118,-151761
2019-08-21,Pacific,912046,697165,-189695
2019-08-22,Pacific,924695,692466,-207624
2019-08-23,Pacific,909521,678250,-203683
2019-08-24,Pacific,884635,647252,-208602
2019-08-25,Pacific,888126,638207,-201977
2019-08-26,Pacific,990432,760465,-203046
2019-08-27,Pacific,992494,775508,-187932
2019-08-28,Pacific,949751,744578,-174986
2019-08-29,Pacific,952891,714007,-211467
2019-08-30,Pacific,952181,721094,-202121
2019-08-31,Pacific,892373,673022,-189367
2019-09-01,Pacific,872651,644652,-198310
2019-09-02,Pacific,906997,692289,-206387
2019-09-03,Pacific,1002587,781233,-195225
2019-09-04,Pacific,1019146,805255,-185551
2019-09-05,Pacific,1003668,809507,-166388
2019-09-06,Pacific,975978,759962,-185920
2019-09-07,Pacific,852871,631253,-191602
2019-09-08,Pacific,752247,533725,-190907
2019-09-09,Pacific,821203,588932,-205590
2019-09-10,Pacific,804531,579419,-199605
2019-09-11,Pacific,816556,578986,-210872
2019-09-12,Pacific,884625,639836,-217545
2019-09-13,Pacific,943873,674921,-242876
2019-09-14,Pacific,895859,629023,-239521
2019-09-15,Pacific,804739,560223,-217486
2019-09-16,Pacific,828513,571898,-229572
2019-09-17,Pacific,807979,570996,-211891
2019-09-18,Pacific,803906,564028,-213084
2019-09-19,Pacific,781088,537066,-215192
2019-09-20,Pacific,787576,523894,-234218
2019-09-21,Pacific,761550,500330,-234474
2019-09-22,Pacific,756782,500577,-228206
2019-09-23,Pacific,840919,577036,-229594
2019-09-24,Pacific,888193,628711,-227557
2019-09-25,Pacific,916406,652117,-230713
2019-09-26,Pacific,859320,593427,-235050
2019-09-27,Pacific,791954,550061,-212256
2019-09-28,Pacific,683877,464501,-189827
2019-09-29,Pacific,631247,442024,-145399
2019-09-30,Pacific,687693,495933,-163255
2019-10-01,Pacific,694496,487644,-147001
2019-10-02,Pacific,706863,494514,-168880
2019-10-03,Pacific,712194,424156,-158675
2019-10-04,Pacific,701659,438638,-162176
2019-10-05,Pacific,658104,555110,-151052
2019-10-06,Pacific,657072,577134,-136208
2019-10-07,Pacific,753701,597757,-159531
2019-10-08,Pacific,752299,510489,-175227
2019-10-09,Pacific,701421,494844,-123269
2019-10-10,Pacific,696588,486820,-129328
2019-10-11,Pacific,702391,466678,-147850
2019-10-12,Pacific,649978,418181,-150765
2019-10-13,Pacific,620700,395968,-144349
2019-10-14,Pacific,678477,452924,-161642
2019-10-15,Pacific,715925,488198,-142582
2019-10-16,Pacific,736466,488185,-160376
2019-10-17,Pacific,700916,475700,-152534
2019-10-18,Pacific,693753,473911,-145517
2019-10-19,Pacific,641968,424797,-144049
2019-10-20,Pacific,632454,418717,-146617
2019-10-21,Pacific,741777,494067,-168844
2019-10-22,Pacific,774815,517421,-174765
2019-10-23,Pacific,771837,530432,-163780
2019-10-24,Pacific,789070,541500,-177273
2019-10-25,Pacific,779976,528660,-179976
2019-10-26,Pacific,677513,441097,-177595
2019-10-27,Pacific,587985,408803,-129100
2019-10-28,Pacific,657496,463306,-143721
2019-10-29,Pacific,669088,502094,-113569
2019-10-30,Pacific,673846,518754,-96032
2019-10-31,Pacific,678424,515065,-97695
2019-11-01,Pacific,685820,502970,-124914
2019-11-02,Pacific,633378,447600,-124052
2019-11-03,Pacific,638639,450890,-118868
2019-11-04,Pacific,691452,498458,-132342
2019-11-05,Pacific,701185,504060,-135458
2019-11-06,Pacific,705327,498826,-146892
2019-11-07,Pacific,711247,489934,-158428
2019-11-08,Pacific,714829,477288,-175192
2019-11-09,Pacific,661975,431014,-167178
2019-11-10,Pacific,626204,415133,-153481
2019-11-11,Pacific,680074,433902,-176383
2019-11-12,Pacific,694250,453018,-180628
2019-11-13,Pacific,689729,444462,-187509
2019-11-14,Pacific,685892,444840,-176898
2019-11-15,Pacific,681561,433118,-192481
2019-11-16,Pacific,634336,397278,-177082
2019-11-17,Pacific,637655,395292,-179640
2019-11-18,Pacific,712409,452218,-186992
2019-11-19,Pacific,705354,455048,-178348
2019-11-20,Pacific,700880,454527,-172787
2019-11-21,Pacific,694976,463827,-155009
2019-11-22,Pacific,692747,446883,-169578
2019-11-23,Pacific,640516,383766,-183514
2019-11-24,Pacific,628012,366138,-198012
2019-11-25,Pacific,688254,440536,-179748
2019-11-26,Pacific,712370,453607,-178426
2019-11-27,Pacific,719128,438309,-203892
2019-11-28,Pacific,671131,394710,-203214
2019-11-29,Pacific,663737,428724,-174709
2019-11-30,Pacific,679980,419344,-194555
2019-12-01,Pacific,660940,410574,-185208
2019-12-02,Pacific,718087,461102,-182621
2019-12-03,Pacific,729011,441063,-203047
2019-12-04,Pacific,740865,444677,-225536
2019-12-05,Pacific,716966,448956,-195906
2019-12-06,Pacific,712592,447204,-183892
2019-12-07,Pacific,678664,407117,-204229
2019-12-08,Pacific,651368,379016,-202177
2019-12-09,Pacific,712386,437078,-196377
2019-12-10,Pacific,730529,445759,-199402
2019-12-11,Pacific,732239,469983,-186825
2019-12-12,Pacific,719087,429840,-210836
2019-12-13,Pacific,714067,432290,-201329
2019-12-14,Pacific,667877,425281,-166098
2019-12-15,Pacific,657714,416887,-164644
2019-12-16,Pacific,735531,465994,-178283
2019-12-17,Pacific,753832,486215,-179806
2019-12-18,Pacific,760975,488356,-184731
2019-12-19,Pacific,663205,430535,-188847
2019-12-20,Pacific,729811,431365,-213853
2019-12-21,Pacific,722127,395808,-204424
2019-12-22,Pacific,695686,412758,-177995
2019-12-23,Pacific,737005,442538,-200946
2019-12-24,Pacific,690965,448503,-161207
2019-12-25,Pacific,652161,416921,-163946
2019-12-26,Pacific,720713,438833,-188718
2019-12-27,Pacific,710440,447170,-180517
2019-12-28,Pacific,672291,404084,-192776
2019-12-29,Pacific,667599,401413,-185248
2019-12-30,Pacific,704732,431041,-188328
2019-12-31,Pacific,676201,403590,-195650
2020-01-01,Pacific,625819,374530,-191411
2020-01-02,Pacific,679794,408868,-200410
2020-01-03,Pacific,682932,415512,-192328
2020-01-04,Pacific,640323,372910,-201262
2020-01-05,Pacific,629904,379816,-186667
2020-01-06,Pacific,686591,432236,-189228
2020-01-07,Pacific,698897,436602,-197009
2020-01-08,Pacific,700824,429189,-207247
2020-01-09,Pacific,705468,453269,-183330
2020-01-10,Pacific,694616,450415,-173999
2020-01-11,Pacific,641275,412579,-172488
2020-01-12,Pacific,634483,409517,-175026
2020-01-13,Pacific,693634,478995,-148106
2020-01-14,Pacific,698943,489142,-144879
2020-01-15,Pacific,710938,479620,-158458
2020-01-16,Pacific,734557,477159,-183721
2020-01-17,Pacific,712901,456058,-189357
2020-01-18,Pacific,659676,410340,-180626
2020-01-19,Pacific,648500,389272,-191641
2020-01-20,Pacific,710217,424259,-211945
2020-01-21,Pacific,711826,443944,-196029
2020-01-22,Pacific,695256,436826,-196525
2020-01-23,Pacific,700999,427897,-209025
2020-01-24,Pacific,685325,409121,-207145
2020-01-25,Pacific,630910,335216,-219260
2020-01-26,Pacific,623377,368320,-185509
2020-01-27,Pacific,687056,421264,-190999
2020-01-28,Pacific,694692,427133,-197262
2020-01-29,Pacific,698304,406017,-215087
2020-01-30,Pacific,696971,402540,-224367
2020-01-31,Pacific,687235,388326,-230951
2020-02-01,Pacific,637276,353364,-229661
2020-02-02,Pacific,619205,378453,-189091
2020-02-03,Pacific,708840,439443,-199865
2020-02-04,Pacific,730295,458738,-203760
2020-02-05,Pacific,730760,430491,-225532
2020-02-06,Pacific,711641,408623,-238728
2020-02-07,Pacific,696814,398611,-233593
2020-02-08,Pacific,644765,370917,-216600
2020-02-09,Pacific,634900,385918,-190258
2020-02-10,Pacific,702497,442448,-197078
2020-02-11,Pacific,702384,428562,-216277
2020-02-12,Pacific,693124,442578,-192942
2020-02-13,Pacific,694036,434361,-202478
2020-02-14,Pacific,686485,400311,-228717
2020-02-15,Pacific,625734,377582,-192649
2020-02-16,Pacific,601889,366547,-184679
2020-02-17,Pacific,645402,426469,-164595
2020-02-18,Pacific,677181,432213,-185116
2020-02-19,Pacific,680396,458128,-168283
2020-02-20,Pacific,679951,436497,-180572
2020-02-21,Pacific,679246,403214,-213284
2020-02-22,Pacific,627242,369292,-203201
2020-02-23,Pacific,600030,363333,-181442
2020-02-24,Pacific,670033,398649,-218532
2020-02-25,Pacific,676214,433278,-186678
2020-02-26,Pacific,675566,414119,-200915
2020-02-27,Pacific,685032,408236,-212418
2020-02-28,Pacific,685365,402306,-218527
2020-02-29,Pacific,611225,351494,-204902
2020-03-01,Pacific,610871,351209,-202162
2020-03-02,Pacific,676302,405419,-209474
2020-03-03,Pacific,682944,409271,-213286
2020-03-04,Pacific,681593,422831,-203069
2020-03-05,Pacific,685343,450539,-178923
2020-03-06,Pacific,674722,443255,-177981
2020-03-07,Pacific,629807,405411,-174858
2020-03-08,Pacific,580813,398506,-125254
2020-03-09,Pacific,678959,446726,-175434
2020-03-10,Pacific,696183,450180,-179715
2020-03-11,Pacific,681359,436475,-189872
2020-03-12,Pacific,697449,463999,-152231
2020-03-13,Pacific,687503,505316,-128930
2020-03-14,Pacific,642877,465927,-125968
2020-03-15,Pacific,613864,452368,-108892
2020-03-16,Pacific,694760,498135,-143031
2020-03-17,Pacific,674863,504039,-115217
2020-03-18,Pacific,688139,512537,-122466
2020-03-19,Pacific,671585,483916,-138200
2020-03-20,Pacific,644579,443399,-153334
2020-03-21,Pacific,600990,395064,-158328
2020-03-22,Pacific,582237,390899,-146535
2020-03-23,Pacific,626911,426359,-152928
2020-03-24,Pacific,639881,445305,-147475
2020-03-25,Pacific,629217,430304,-148967
2020-03-26,Pacific,624196,428436,-145662
2020-03-27,Pacific,618953,423867,-144939
2020-03-28,Pacific,590709,378212,-162313
2020-03-29,Pacific,562304,355446,-156077
2020-03-30,Pacific,605369,391240,-163399
2020-03-31,Pacific,616760,385195,-175007
2020-04-01,Pacific,602511,394109,-151328
2020-04-02,Pacific,602023,409017,-142112
2020-04-03,Pacific,589421,391954,-140340
2020-04-04,Pacific,577660,405026,-115207
2020-04-05,Pacific,581007,377638,-149342
2020-04-06,Pacific,631892,411116,-159873
2020-04-07,Pacific,625123,399197,-174933
2020-04-08,Pacific,622911,378721,-184036
2020-04-09,Pacific,638591,381886,-192627
2020-04-10,Pacific,607425,370518,-177451
2020-04-11,Pacific,549074,364389,-128370
2020-04-12,Pacific,545166,381108,-107150
2020-04-13,Pacific,584773,434691,-85815
2020-04-14,Pacific,583723,397282,-126850
2020-04-15,Pacific,591270,397813,-136872
2020-04-16,Pacific,589328,399553,-128843
2020-04-17,Pacific,594618,386200,-135962
2020-04-18,Pacific,564626,362117,-128441
2020-04-19,Pacific,536999,358791,-108109
2020-04-20,Pacific,595692,393558,-126257
2020-04-21,Pacific,592834,395253,-125881
2020-04-22,Pacific,622561,404790,-146284
2020-04-23,Pacific,660344,436256,-141889
2020-04-24,Pacific,703854,462699,-152391
2020-04-25,Pacific,684767,448431,-152959
2020-04-26,Pacific,633792,432889,-130247
2020-04-27,Pacific,674771,464952,-134566
2020-04-28,Pacific,721440,466675,-173664
2020-04-29,Pacific,706600,443425,-174270
2020-04-30,Pacific,685307,449265,-149362
2020-05-01,Pacific,650619,437922,-146011
2020-05-02,Pacific,616930,417291,-118671
2020-05-03,Pacific,585668,380179,-127269
2020-05-04,Pacific,662876,423184,-154145
2020-05-05,Pacific,709445,443256,-181747
2020-05-06,Pacific,740129,461137,-199937
2020-05-07,Pacific,765016,447953,-229824
2020-05-08,Pacific,762874,439239,-232031
2020-05-09,Pacific,688240,409185,-204109
2020-05-10,Pacific,629861,390164,-165657
2020-05-11,Pacific,667611,417356,-172555
2020-05-12,Pacific,655282,398236,-176203
2020-05-13,Pacific,651119,392286,-182733
2020-05-14,Pacific,652875,391858,-184215
2020-05-15,Pacific,660462,412095,-171112
2020-05-16,Pacific,643112,373018,-186112
2020-05-17,Pacific,620205,369901,-169635
2020-05-18,Pacific,644672,387976,-168736
2020-05-19,Pacific,630395,399341,-153506
2020-05-20,Pacific,636334,382875,-177511
2020-05-21,Pacific,673116,384536,-208612
2020-05-22,Pacific,661076,390855,-189066
2020-05-23,Pacific,610529,358193,-167597
2020-05-24,Pacific,620794,376755,-168262
2020-05-25,Pacific,720260,422075,-222151
2020-05-26,Pacific,848277,522758,-229913
2020-05-27,Pacific,876212,567408,-213902
2020-05-28,Pacific,839247,548644,-196137
2020-05-29,Pacific,762294,449657,-215633
2020-05-30,Pacific,669019,410950,-177422
2020-05-31,Pacific,643834,389580,-177043
2020-06-01,Pacific,739634,454028,-196734
2020-06-02,Pacific,809401,515064,-199419
2020-06-03,Pacific,901044,615201,-186049
2020-06-04,Pacific,864901,591162,-177746
2020-06-05,Pacific,728022,465166,-178616
2020-06-06,Pacific,637533,407255,-153354
2020-06-07,Pacific,598053,368979,-162927
2020-06-08,Pacific,689336,434070,-183923
2020-06-09,Pacific,792025,521129,-181366
2020-06-10,Pacific,873844,600169,-178346
2020-06-11,Pacific,867204,588518,-189388
2020-06-12,Pacific,754469,490458,-189029
2020-06-13,Pacific,664534,424810,-170516
2020-06-14,Pacific,660476,416089,-183369
2020-06-15,Pacific,751854,486452,-188549
2020-06-16,Pacific,731312,485155,-177221
2020-06-17,Pacific,744567,476104,-195212
2020-06-18,Pacific,775756,505132,-193685
2020-06-19,Pacific,783357,506602,-195202
2020-06-20,Pacific,732498,465267,-192425
2020-06-21,Pacific,729996,484736,-184463
2020-06-22,Pacific,833020,562896,-197030
2020-06-23,Pacific,856867,582623,-192243
2020-06-24,Pacific,860945,580124,-195669
2020-06-25,Pacific,855979,576913,-197459
2020-06-26,Pacific,859646,568223,-202068
2020-06-27,Pacific,797427,557295,-161435
2020-06-28,Pacific,679423,474167,-137551
2020-06-29,Pacific,737336,481378,-187698
2020-06-30,Pacific,786053,475241,-233319
2020-07-01,Pacific,787030,478648,-222630
2020-07-02,Pacific,778042,485044,-217507
2020-07-03,Pacific,761165,484593,-201620
2020-07-04,Pacific,771065,483756,-206775
2020-07-05,Pacific,794488,532181,-192105
2020-07-06,Pacific,856484,602856,-177217
2020-07-07,Pacific,848717,588058,-187836
2020-07-08,Pacific,853667,592791,-185165
2020-07-09,Pacific,873447,598387,-196490
2020-07-10,Pacific,917565,648477,-188895
2020-07-11,Pacific,931013,659636,-188171
2020-07-12,Pacific,915095,681389,-164000
2020-07-13,Pacific,943298,690084,-179895
2020-07-14,Pacific,878941,630443,-175490
2020-07-15,Pacific,862049,605895,-180281
2020-07-16,Pacific,848264,588497,-177110
2020-07-17,Pacific,851201,576542,-188414
2020-07-18,Pacific,825074,552578,-192168
2020-07-19,Pacific,791140,560466,-159187
2020-07-20,Pacific,844738,604727,-158904
2020-07-21,Pacific,846339,577577,-181610
2020-07-22,Pacific,816773,524563,-206878
2020-07-23,Pacific,801178,510925,-207803
2020-07-24,Pacific,807614,508866,-216963
2020-07-25,Pacific,786281,509133,-198924
2020-07-26,Pacific,787701,543846,-174236
2020-07-27,Pacific,854827,656476,-119234
2020-07-28,Pacific,856684,631452,-146758
2020-07-29,Pacific,859432,645211,-133436
2020-07-30,Pacific,893160,668863,-141054
2020-07-31,Pacific,923477,682622,-157747
2020-08-01,Pacific,860981,631080,-157856
2020-08-02,Pacific,822909,596200,-155298
2020-08-03,Pacific,896916,663858,-152976
2020-08-04,Pacific,861135,608456,-172350
2020-08-05,Pacific,812857,568465,-168321
2020-08-06,Pacific,796660,527876,-193590
2020-08-07,Pacific,815713,526024,-214463
2020-08-08,Pacific,800096,523329,-203397
2020-08-09,Pacific,796726,553081,-175344
2020-08-10,Pacific,872575,614624,-176364
2020-08-11,Pacific,853679,595607,-183338
2020-08-12,Pacific,895691,642462,-178591
2020-08-13,Pacific,963043,697244,-182399
2020-08-14,Pacific,1053336,772398,-201815
2020-08-15,Pacific,1054911,772831,-199548
2020-08-16,Pacific,1020083,763075,-189919
2020-08-17,Pacific,1078600,823169,-179818
2020-08-18,Pacific,1100777,824727,-205705
2020-08-19,Pacific,1095695,807930,-203382
2020-08-20,Pacific,1026955,753845,-185729
2020-08-21,Pacific,1011929,712241,-227199
2020-08-22,Pacific,981660,707817,-206623
2020-08-23,Pacific,946686,692681,-194324
2020-08-24,Pacific,1019608,810153,-185515
2020-08-25,Pacific,985419,790569,-181368
2020-08-26,Pacific,962846,754640,-192733
2020-08-27,Pacific,945747,740820,-189762
2020-08-28,Pacific,912276,705987,-191187
2020-08-29,Pacific,820710,609061,-187850
2020-08-30,Pacific,774037,562413,-187419
2020-08-31,Pacific,846868,617231,-212849
2020-09-01,Pacific,835756,618832,-199516
2020-09-02,Pacific,835429,632118,-185709
2020-09-03,Pacific,868808,714901,-137168
2020-09-04,Pacific,919694,748502,-157975
2020-09-05,Pacific,998557,756413,-230317
2020-09-06,Pacific,1060591,805845,-246144
2020-09-07,Pacific,997746,738953,-248327
2020-09-08,Pacific,904086,655139,-237275
2020-09-09,Pacific,838453,589847,-234670
2020-09-10,Pacific,785563,533264,-235003
2020-09-11,Pacific,779812,535424,-225817
2020-09-12,Pacific,750837,505757,-225491
2020-09-13,Pacific,731748,514646,-196582
2020-09-14,Pacific,817520,590454,-208345
2020-09-15,Pacific,831874,599693,-213103
2020-09-16,Pacific,851549,627434,-208801
2020-09-17,Pacific,854368,632099,-205435
2020-09-18,Pacific,866806,621931,-225598
2020-09-19,Pacific,798592,569121,-209254
2020-09-20,Pacific,754295,526430,-208517
2020-09-21,Pacific,818023,584770,-213979
2020-09-22,Pacific,827079,591750,-215535
2020-09-23,Pacific,824585,597341,-206624
2020-09-24,Pacific,839416,607324,-217069
2020-09-25,Pacific,803902,563566,-222078
2020-09-26,Pacific,762332,516094,-226103
